producto,categoria,proveedor,precio,costo,stock
Andes Silla,Belleza,Suba Supply,28.96,14.33,364
Andes Silla,Belleza,Valledupar Traders,28.96,14.33,50
Andes Switch,Deportes,Chia Market,315.22,243.53,437
Andes Switch,Deportes,Manizales Market,315.22,243.53,263
Andes Talonario,Alimentos,Duitama Market,10.48,8.79,282
Andes Tambor,Belleza,Bello Traders,60.93,36.33,26
Andes Teclado,Deportes,Bogota Central,12.36,10.16,225
Andes Telefono,Juguetes,Barranquilla Hub,111.08,84.17,276
Andes Tenedor,Hogar,Chia Market,74.44,57.26,285
Andes Termo,Jardin,Magdalena Supply,223.89,140.04,96
Andes Tijera,Electronica,Chia Market,120.82,82.88,283
Andes Toalla,Oficina,Cucuta Comercios,89.59,71.65,366
Andes Tripode,Deportes,Putumayo Goods,120.49,84.65,447
Andes Webcam,Jardin,Girardot Trade,167.81,122.0,480
Andes Zapatilla,Deportes,Santa Marta Retail,17.79,13.17,452
Andes Zapatilla,Deportes,La Estrella Supply,17.79,13.17,316
Andino Afeitadora,Ropa,Funza Commodities,31.5,23.8,303
Andino Agenda,Juguetes,Logistica Pacifico,103.54,69.29,146
Andino Agenda,Juguetes,Itagui Market,103.54,69.29,3
Andino Archivador,Juguetes,Fusagasuga Supply,35.78,26.82,34
Andino Auriculares,Jardin,Bello Traders,72.99,52.61,191
Andino Auriculares,Jardin,Nariño Trade,72.99,52.61,48
Andino Balanza,Oficina,La Estrella Supply,22.75,16.11,16
Andino Balanza,Oficina,Funza Commodities,22.75,16.11,171
Andino Balon,Juguetes,Comercial Caribe,53.37,39.0,219
Andino Biberon,Jardin,Monteria Retail,107.83,71.39,157
Andino Biberon,Jardin,Dosquebradas Traders,107.83,71.39,476
Andino Bicicleta,Oficina,Mayoristas del Valle,45.06,35.36,45
Andino Boligrafo,Electronica,Ipiales Trade,525.94,390.85,372
andino botella,Deportes,Ipiales Trade,104.9,85.61,5
Andino Cable,Oficina,Paisa Import,94.52,74.08,98
Andino Cafetera,Juguetes,Soacha Distribuciones,122.78,93.06,379
andino camisa,Belleza,Soacha Distribuciones,39.54,21.39,232
Andino Cargador,Hogar,Comercial Caribe,38.13,28.29,36
Andino Carpa,Electronica,Guajira Logistics,637.67,509.36,279
Andino Carpeta,Electronica,Kennedy Market,224.65,161.14,348
andino carpeta,Electronica,Armenia Supply,224.65,161.14,496
Andino Cepillo,Hogar,Kennedy Market,21.55,16.05,301
Andino Cereal,Alimentos,Paisa Import,21.52,16.79,180
Andino Chaqueta,Belleza,Funza Commodities,9.02,5.8,94
Andino Chaqueta,Belleza,Fusagasuga Supply,9.02,5.8,98
Andino Chocolate,Hogar,Valledupar Traders,17.81,12.49,187
Andino Chocolate,Hogar,Chapinero Trade,17.81,12.49,480
Andino Cinta,Juguetes,Cartagena Hub,181.56,111.77,115
Andino Colchoneta,Juguetes,Envigado Supply,124.05,97.12,190
Andino Copa,Oficina,Santa Marta Retail,104.93,67.43,252
andino copa,Oficina,Putumayo Goods,104.93,67.43,468
Andino Crema,Jardin,Manizales Market,147.25,120.37,415
Andino Cuaderno,Belleza,Choco Importaciones,63.45,33.15,470
Andino Cuaderno,Belleza,Quibdo Market,63.45,33.15,160
Andino Cuchillo,Belleza,Engativa Traders,11.54,7.44,255
Andino Cuchillo,Belleza,Bogota Central,11.54,7.44,322
Andino Drone,Oficina,Kennedy Market,15.72,10.55,127
Andino Estante,Oficina,Amazonas Traders,45.87,35.91,17
Andino Extensor,Deportes,Bello Traders,230.46,145.95,280
Andino Extensor,Deportes,La Estrella Supply,230.46,145.95,489
Andino Galleta,Oficina,Ipiales Trade,92.8,67.93,222
Andino Galleta,Oficina,Kennedy Market,92.8,67.93,53
Andino Gorra,Hogar,Suba Supply,205.84,155.59,57
Andino Guante,Juguetes,Cesar Distribuciones,123.72,85.79,322
Andino Guitarra,Hogar,Altiplano Supply,50.2,41.69,359
Andino Guitarra,Hogar,Comercial Caribe,50.2,41.69,173
Andino Jabon,Alimentos,Neiva Express,17.23,13.11,279
Andino Jabon,Alimentos,Tunja Retail,17.23,13.11,113
Andino Lampara,Oficina,La Estrella Supply,123.76,89.86,287
Andino Licuadora,Jardin,Ibague Market,193.07,135.96,430
Andino Linterna,Jardin,Quibdo Market,174.25,127.66,341
Andino Linterna,Jardin,Riohacha Trade,174.25,127.66,150
Andino Maceta,Alimentos,Cucuta Comercios,25.64,20.83,449
Andino Marcador,Deportes,Jamundi Market,185.48,144.28,126
Andino Mesa,Oficina,Bucaramanga Trade,108.69,83.5,154
Andino Microfono,Juguetes,Altiplano Supply,80.66,56.46,489
Andino Mochila,Electronica,Tolima Proveedores,849.51,590.63,385
Andino Mochila,Electronica,Bucaramanga Trade,849.51,590.63,473
Andino Monitor,Oficina,Santa Marta Retail,21.61,13.89,272
Andino Monitor,Oficina,Mayoristas del Valle,21.61,13.89,103
Andino Mouse,Electronica,Cartagena Hub,277.31,215.18,416
Andino Mousepad,Jardin,Tolima Proveedores,13.94,9.12,392
Andino Mousepad,Jardin,Ipiales Trade,13.94,9.12,298
Andino Muñeco,Belleza,Palmira Traders,97.37,55.39,245
Andino Muñeco,Belleza,Chia Market,97.37,55.39,175
Andino Olla,Ropa,Girardot Trade,19.02,12.07,38
andino pantalon,Ropa,Tunja Trade,23.38,15.38,476
Andino Papel,Deportes,Quibdo Market,98.14,64.38,169
Andino Papel,Deportes,Duitama Market,98.14,64.38,246
Andino Parlante,Hogar,Palmira Traders,156.36,118.39,25
Andino Parlante,Hogar,Ipiales Trade,156.36,118.39,354
Andino Patin,Deportes,Dosquebradas Traders,276.57,185.69,305
Andino Pegante,Juguetes,Barranquilla Hub,40.34,24.88,408
Andino Pelota,Hogar,Eje Cafetero SAS,152.65,123.09,407
Andino Perfume,Alimentos,Armenia Supply,3.35,2.88,12
Andino Plancha,Jardin,Cajica Traders,85.66,56.1,315
Andino Plancha,Jardin,Pasto Proveedores,85.66,56.1,390
Andino Plato,Alimentos,Neiva Express,27.53,23.33,312
Andino Plato,Alimentos,Cartagena Hub,27.53,23.33,35
andino powerbank,Deportes,Candelaria Market,290.93,188.94,172
Andino ProtectorSolar,Electronica,Rionegro Supply,579.18,398.64,19
andino protectorsolar,Electronica,Choco Importaciones,579.18,398.64,320
Andino Raqueta,Electronica,Choco Importaciones,264.74,217.63,263
Andino Raqueta,Electronica,Cesar Distribuciones,264.74,217.63,493
Andino Regla,Oficina,Santa Marta Retail,68.81,51.71,399
Andino Regla,Oficina,Ibague Market,68.81,51.71,141
Andino Resaltador,Deportes,Santander Mayorista,66.23,45.07,459
Andino Resaltador,Deportes,Envigado Supply,66.23,45.07,370
Andino Rompecabezas,Alimentos,Cali Express,32.52,24.3,470
Andino Router,Oficina,Soledad Retail,13.63,9.93,142
Andino Sacapuntas,Alimentos,Logistica Pacifico,5.61,4.55,91
Andino Sacapuntas,Alimentos,Candelaria Market,5.61,4.55,353
Andino Sarten,Juguetes,Cesar Distribuciones,89.97,70.72,321
Andino Semilla,Alimentos,Armenia Supply,9.12,7.3,287
Andino Shampoo,Alimentos,Dosquebradas Traders,23.14,19.57,214
Andino Silla,Ropa,Rionegro Supply,58.27,41.07,446
Andino Silla,Ropa,La Estrella Supply,58.27,41.07,341
Andino Switch,Alimentos,Guajira Logistics,19.96,16.65,50
Andino Talonario,Oficina,Yumbo Logistics,29.08,23.67,152
Andino Talonario,Oficina,Cajica Traders,29.08,23.67,185
andino tambor,Alimentos,Chapinero Trade,12.1,8.76,62
Andino Teclado,Hogar,Sabaneta Supply,39.98,31.38,189
Andino Telefono,Jardin,Bogota Central,74.6,56.16,124
Andino Tenedor,Electronica,Engativa Traders,600.03,473.32,149
Andino Termo,Jardin,Insumos Cafeteros,151.21,94.74,313
Andino Tijera,Juguetes,Santander Mayorista,111.03,76.67,57
Andino Toalla,Deportes,Putumayo Goods,76.01,56.32,341
Andino Tripode,Hogar,Pereira Proveedores,36.57,31.35,304
Andino Webcam,Ropa,Chia Market,125.73,70.16,179
Andino Webcam,Ropa,Dosquebradas Traders,125.73,70.16,169
Andino Zapatilla,Electronica,Oriente Mercantil,363.38,238.8,325
andino zapatilla,Electronica,Medellin Market,363.38,238.8,270
Aqua Afeitadora,Belleza,Funza Commodities,40.57,28.65,53
Aqua Agenda,Deportes,Rionegro Supply,240.35,187.08,490
Aqua Archivador,Oficina,Suba Supply,62.63,48.05,443
Aqua Auriculares,Juguetes,Huila Distribuciones,130.04,76.65,100
Aqua Auriculares,Juguetes,Leticia Traders,130.04,76.65,480
Aqua Balanza,Electronica,Palmira Traders,401.74,257.13,263
Aqua Balon,Oficina,Santander Mayorista,7.39,5.83,52
Aqua Biberon,Belleza,Insumos Cafeteros,27.26,14.44,59
Aqua Bicicleta,Belleza,Soledad Retail,11.21,6.03,491
Aqua Bicicleta,Belleza,La Estrella Supply,11.21,6.03,107
Aqua Boligrafo,Electronica,Quibdo Market,126.84,86.63,4
Aqua Botella,Jardin,Cajica Traders,157.55,130.46,102
Aqua Cable,Alimentos,Bucaramanga Trade,8.16,6.55,195
Aqua Cable,Alimentos,Suba Supply,8.16,6.55,261
Aqua Cafetera,Hogar,Engativa Traders,235.43,181.74,364
Aqua Cafetera,Hogar,Putumayo Goods,235.43,181.74,479
Aqua Camisa,Oficina,Envigado Supply,12.48,9.75,371
Aqua Camisa,Oficina,Sucre Supply,12.48,9.75,349
Aqua Cargador,Juguetes,Meta Comerciales,109.13,69.48,46
Aqua Carpa,Electronica,Zipaquira Supply,262.69,186.07,354
Aqua Carpeta,Jardin,Distribuciones Andina,114.65,76.55,310
aqua cepillo,Electronica,Suba Supply,322.76,240.73,423
Aqua Cepillo,Electronica,Tunja Trade,322.76,240.73,307
Aqua Cereal,Belleza,Nariño Trade,34.32,16.46,143
Aqua Chaqueta,Oficina,Riohacha Trade,32.19,26.28,268
Aqua Chaqueta,Oficina,Choco Importaciones,32.19,26.28,369
Aqua Chocolate,Belleza,Envigado Supply,107.4,53.08,123
Aqua Chocolate,Belleza,Meta Comerciales,107.4,53.08,105
Aqua Cinta,Electronica,Jamundi Market,899.26,569.28,157
Aqua Colchoneta,Deportes,Madrid Supply,69.7,44.71,146
Aqua Copa,Ropa,Sucre Supply,17.71,11.58,144
Aqua Copa,Ropa,Neiva Express,17.71,11.58,119
Aqua Crema,Deportes,La Estrella Supply,155.76,108.99,318
Aqua Cuaderno,Alimentos,Guajira Logistics,33.46,24.29,274
Aqua Cuaderno,Alimentos,Bucaramanga Trade,33.46,24.29,91
Aqua Cuchillo,Jardin,Mayoristas del Valle,88.54,70.68,57
Aqua Drone,Ropa,Usaquen Market,83.09,48.58,438
Aqua Estante,Deportes,Envigado Supply,286.89,216.75,345
Aqua Extensor,Oficina,Tolima Proveedores,112.56,82.04,228
Aqua Extensor,Oficina,Zipaquira Supply,112.56,82.04,473
Aqua Galleta,Ropa,Jamundi Market,88.86,54.22,116
Aqua Galleta,Ropa,Cucuta Comercios,88.86,54.22,317
Aqua Gorra,Ropa,Casanare Retail,47.09,28.81,278
Aqua Guante,Hogar,Neiva Express,63.07,44.99,126
Aqua Guitarra,Ropa,Jamundi Market,104.73,59.53,392
Aqua Guitarra,Ropa,Popayan Logistics,104.73,59.53,395
Aqua Jabon,Alimentos,Girardot Trade,29.51,24.07,500
Aqua Jabon,Alimentos,Oriente Mercantil,29.51,24.07,128
Aqua Lampara,Belleza,Yopal Supply,17.86,11.66,57
Aqua Licuadora,Ropa,Medellin Market,33.15,18.86,121
Aqua Licuadora,Ropa,Amazonas Traders,33.15,18.86,0
Aqua Linterna,Belleza,Arauca Connect,68.61,37.52,238
Aqua Maceta,Deportes,Pereira Proveedores,77.32,63.88,289
Aqua Marcador,Hogar,Oriente Mercantil,181.99,140.75,95
Aqua Marcador,Hogar,Distribuciones Andina,181.99,140.75,125
Aqua Mesa,Oficina,Mayoristas del Valle,106.09,76.46,117
Aqua Mesa,Oficina,Magdalena Supply,106.09,76.46,47
Aqua Microfono,Jardin,Neiva Express,44.02,32.49,88
Aqua Microfono,Jardin,Palmira Traders,44.02,32.49,487
Aqua Mochila,Juguetes,Itagui Market,27.82,20.81,236
Aqua Monitor,Electronica,Cota Proveedores,436.13,274.72,372
Aqua Mouse,Belleza,Magdalena Supply,88.93,57.16,384
Aqua Mouse,Belleza,Medellin Market,88.93,57.16,271
Aqua Mousepad,Deportes,Insumos Cafeteros,234.72,191.38,188
Aqua Muñeco,Juguetes,Leticia Traders,153.99,104.72,486
Aqua Muñeco,Juguetes,Suba Supply,153.99,104.72,191
Aqua Olla,Jardin,Comercial Caribe,203.43,130.82,446
Aqua Olla,Jardin,Barranquilla Hub,203.43,130.82,68
Aqua Pantalon,Alimentos,Tunja Trade,12.44,10.72,277
Aqua Papel,Alimentos,Cota Proveedores,22.82,18.28,348
Aqua Papel,Alimentos,Putumayo Goods,22.82,18.28,246
Aqua Parlante,Oficina,Logistica Pacifico,74.76,48.22,450
Aqua Patin,Electronica,Distribuciones Andina,464.39,336.36,75
Aqua Pegante,Electronica,Atlantico Pro,691.7,532.78,153
Aqua Pelota,Oficina,Tunja Trade,55.0,36.81,143
Aqua Pelota,Oficina,Pasto Proveedores,55.0,36.81,434
Aqua Perfume,Oficina,Nariño Trade,54.35,36.09,484
Aqua Plancha,Electronica,Oriente Mercantil,212.45,154.42,85
Aqua Plato,Belleza,Cartagena Hub,75.37,47.1,184
Aqua PowerBank,Ropa,Duitama Market,61.18,36.68,284
Aqua ProtectorSolar,Electronica,Manizales Market,670.6,429.47,461
Aqua Raqueta,Juguetes,Popayan Logistics,145.97,100.44,219
aqua raqueta,Juguetes,Arauca Connect,145.97,100.44,68
Aqua Regla,Oficina,Neiva Express,18.08,11.96,46
Aqua Resaltador,Oficina,Barranquilla Hub,18.99,13.91,496
Aqua Resaltador,Oficina,Fusagasuga Supply,18.99,13.91,93
Aqua Rompecabezas,Juguetes,Insumos Cafeteros,11.43,7.86,237
Aqua Rompecabezas,Juguetes,Rionegro Supply,11.43,7.86,445
Aqua Router,Deportes,Putumayo Goods,273.89,221.58,499
Aqua Sacapuntas,Jardin,Distribuciones Andina,165.05,105.61,452
Aqua Sacapuntas,Jardin,Cajica Traders,165.05,105.61,203
Aqua Sarten,Ropa,Zipaquira Supply,80.91,58.88,399
Aqua Semilla,Hogar,Leticia Traders,193.23,144.18,217
Aqua Shampoo,Hogar,Usaquen Market,138.58,109.53,473
Aqua Shampoo,Hogar,Envigado Supply,138.58,109.53,431
Aqua Silla,Oficina,Yopal Supply,70.6,55.86,340
Aqua Silla,Oficina,Meta Comerciales,70.6,55.86,38
Aqua Switch,Oficina,Envigado Supply,53.49,35.49,99
aqua talonario,Jardin,Bogota Central,127.98,87.43,288
Aqua Tambor,Ropa,Palmira Traders,23.8,17.16,253
Aqua Tambor,Ropa,Kennedy Market,23.8,17.16,221
aqua teclado,Electronica,Cesar Distribuciones,371.69,280.77,356
Aqua Teclado,Electronica,Arauca Connect,371.69,280.77,22
aqua telefono,Juguetes,Candelaria Market,50.87,38.21,249
Aqua Tenedor,Ropa,Suba Supply,100.3,77.03,9
Aqua Tenedor,Ropa,Valledupar Traders,100.3,77.03,245
Aqua Termo,Belleza,Amazonas Traders,6.47,3.7,324
Aqua Termo,Belleza,Putumayo Goods,6.47,3.7,99
Aqua Tijera,Juguetes,Tunja Retail,84.55,67.5,289
Aqua Toalla,Juguetes,Chia Market,49.03,32.36,179
Aqua Tripode,Juguetes,Duitama Market,82.84,57.18,222
Aqua Tripode,Juguetes,Leticia Traders,82.84,57.18,393
Aqua Webcam,Electronica,Cajica Traders,261.92,184.59,249
aqua zapatilla,Oficina,Cajica Traders,95.16,74.17,146
Basic Afeitadora,Ropa,Rionegro Supply,27.27,16.12,441
Basic Agenda,Electronica,Cesar Distribuciones,157.64,129.96,95
Basic Archivador,Belleza,Engativa Traders,31.96,21.87,256
Basic Archivador,Belleza,Fusagasuga Supply,31.96,21.87,324
basic auriculares,Hogar,Tunja Retail,107.37,89.22,492
Basic Auriculares,Hogar,Mosquera Logistics,107.37,89.22,3
Basic Balanza,Belleza,Cota Proveedores,71.27,37.83,15
Basic Balon,Oficina,Paisa Import,24.34,17.61,279
Basic Balon,Oficina,Soledad Retail,24.34,17.61,335
basic biberon,Jardin,Distribuciones Andina,173.38,140.13,246
Basic Biberon,Jardin,Neiva Express,173.38,140.13,257
Basic Bicicleta,Belleza,Comercial Caribe,43.4,21.4,496
Basic Bicicleta,Belleza,Pereira Proveedores,43.4,21.4,475
basic boligrafo,Hogar,Paisa Import,216.2,154.1,383
Basic Botella,Hogar,Amazonas Traders,78.14,65.64,159
Basic Cable,Belleza,Cota Proveedores,36.77,21.76,474
Basic Cafetera,Deportes,Cesar Distribuciones,254.85,176.39,339
Basic Cafetera,Deportes,Amazonas Traders,254.85,176.39,151
Basic Camisa,Hogar,Palmira Traders,171.18,118.56,395
Basic Camisa,Hogar,Medellin Market,171.18,118.56,177
Basic Cargador,Oficina,Quibdo Market,123.84,88.87,162
Basic Cargador,Oficina,Choco Importaciones,123.84,88.87,379
Basic Carpa,Belleza,Eje Cafetero SAS,54.5,27.34,32
Basic Carpeta,Belleza,Medellin Market,69.08,32.95,416
Basic Carpeta,Belleza,Tunja Trade,69.08,32.95,444
Basic Cepillo,Jardin,Eje Cafetero SAS,201.68,139.5,178
Basic Cepillo,Jardin,Leticia Traders,201.68,139.5,426
Basic Cereal,Juguetes,Sincelejo Market,99.38,64.77,100
Basic Chaqueta,Juguetes,Amazonas Traders,161.34,97.92,267
Basic Chocolate,Deportes,Rionegro Supply,285.68,179.48,322
Basic Chocolate,Deportes,Yumbo Logistics,285.68,179.48,64
Basic Cinta,Electronica,Cajica Traders,159.4,115.01,416
Basic Cinta,Electronica,Pereira Proveedores,159.4,115.01,167
Basic Colchoneta,Hogar,Palmira Traders,181.98,150.12,329
Basic Copa,Alimentos,Putumayo Goods,13.49,10.94,42
Basic Copa,Alimentos,Atlantico Pro,13.49,10.94,43
Basic Crema,Oficina,Sucre Supply,93.71,72.93,284
Basic Cuaderno,Deportes,Envigado Supply,227.78,174.98,396
basic cuaderno,Deportes,Oriente Mercantil,227.78,174.98,11
Basic Cuchillo,Hogar,Yumbo Logistics,89.16,68.48,94
Basic Drone,Jardin,Distribuciones Andina,145.04,116.45,301
basic estante,Jardin,Tolima Proveedores,82.18,55.16,385
Basic Extensor,Electronica,Cota Proveedores,648.54,507.62,252
basic galleta,Jardin,Huila Distribuciones,193.17,138.81,498
Basic Galleta,Jardin,Paisa Import,193.17,138.81,241
Basic Gorra,Juguetes,Magdalena Supply,148.94,96.68,34
Basic Gorra,Juguetes,La Estrella Supply,148.94,96.68,214
Basic Guante,Juguetes,Jamundi Market,33.33,22.87,336
Basic Guante,Juguetes,Engativa Traders,33.33,22.87,89
Basic Guitarra,Oficina,Amazonas Traders,111.96,80.84,263
Basic Jabon,Alimentos,Mosquera Logistics,27.09,23.27,92
Basic Lampara,Oficina,Amazonas Traders,42.23,28.34,409
Basic Licuadora,Jardin,Meta Comerciales,103.78,85.95,457
Basic Linterna,Jardin,Tunja Trade,188.38,121.13,89
Basic Maceta,Jardin,Tolima Proveedores,19.56,15.53,417
Basic Maceta,Jardin,Mosquera Logistics,19.56,15.53,114
Basic Marcador,Electronica,Meta Comerciales,319.34,236.53,104
Basic Marcador,Electronica,Suba Supply,319.34,236.53,390
Basic Mesa,Oficina,Valledupar Traders,108.74,76.13,195
Basic Mesa,Oficina,Pereira Proveedores,108.74,76.13,313
Basic Microfono,Alimentos,Cota Proveedores,6.49,5.5,500
Basic Mochila,Belleza,Popayan Logistics,69.99,43.2,113
Basic Monitor,Electronica,Duitama Market,246.1,199.32,492
Basic Mouse,Deportes,Envigado Supply,149.99,97.92,74
Basic Mousepad,Belleza,Bogota Central,24.69,15.32,412
Basic Muñeco,Hogar,Mayoristas del Valle,94.17,81.1,375
Basic Muñeco,Hogar,Tunja Trade,94.17,81.1,419
Basic Olla,Deportes,Valledupar Traders,315.49,229.03,216
Basic Pantalon,Electronica,Neiva Express,764.53,489.46,276
Basic Pantalon,Electronica,Arauca Connect,764.53,489.46,248
Basic Papel,Ropa,Tolima Proveedores,35.73,19.27,163
Basic Parlante,Oficina,Leticia Traders,39.01,29.31,393
Basic Patin,Hogar,Barranquilla Hub,237.91,166.21,356
Basic Patin,Hogar,Dosquebradas Traders,237.91,166.21,456
Basic Pegante,Ropa,Candelaria Market,26.95,20.39,407
Basic Pegante,Ropa,Bogota Central,26.95,20.39,191
Basic Pelota,Alimentos,Valledupar Traders,23.22,18.13,226
Basic Pelota,Alimentos,Bucaramanga Trade,23.22,18.13,176
Basic Perfume,Electronica,Magdalena Supply,269.14,221.04,98
Basic Perfume,Electronica,La Estrella Supply,269.14,221.04,495
Basic Plancha,Hogar,Neiva Express,103.89,73.33,35
Basic Plato,Hogar,Cota Proveedores,146.78,108.91,465
Basic Plato,Hogar,Cartagena Hub,146.78,108.91,496
Basic PowerBank,Belleza,Guajira Logistics,8.26,4.28,486
Basic ProtectorSolar,Deportes,Soacha Distribuciones,109.38,85.65,95
Basic ProtectorSolar,Deportes,Paisa Import,109.38,85.65,151
Basic Raqueta,Belleza,Barranquilla Hub,64.71,33.34,150
Basic Regla,Hogar,Eje Cafetero SAS,73.99,61.8,189
Basic Regla,Hogar,Santa Marta Retail,73.99,61.8,223
basic resaltador,Hogar,Envigado Supply,17.25,12.9,36
Basic Rompecabezas,Oficina,Monteria Retail,15.6,11.01,267
Basic Router,Oficina,Meta Comerciales,37.74,30.03,368
Basic Router,Oficina,Distribuciones Andina,37.74,30.03,182
Basic Sacapuntas,Belleza,Mosquera Logistics,54.29,35.72,12
Basic Sacapuntas,Belleza,Insumos Cafeteros,54.29,35.72,278
Basic Sarten,Belleza,Jamundi Market,62.14,37.96,216
Basic Semilla,Juguetes,Leticia Traders,13.68,10.83,354
Basic Semilla,Juguetes,Bello Traders,13.68,10.83,360
Basic Shampoo,Electronica,Eje Cafetero SAS,132.24,108.26,285
Basic Silla,Alimentos,Oriente Mercantil,13.81,10.41,272
Basic Silla,Alimentos,Yumbo Logistics,13.81,10.41,368
Basic Switch,Juguetes,Bogota Central,105.52,75.88,61
Basic Talonario,Deportes,Eje Cafetero SAS,265.07,180.52,83
Basic Tambor,Oficina,Paisa Import,13.98,8.91,367
Basic Teclado,Juguetes,Cali Express,90.81,70.3,216
Basic Teclado,Juguetes,Oriente Mercantil,90.81,70.3,341
Basic Telefono,Juguetes,Yumbo Logistics,22.5,16.19,396
Basic Tenedor,Juguetes,Medellin Market,99.09,59.11,186
Basic Termo,Ropa,Guajira Logistics,116.21,69.58,18
Basic Tijera,Jardin,Funza Commodities,92.43,62.46,176
Basic Tijera,Jardin,Arauca Connect,92.43,62.46,99
Basic Toalla,Jardin,Pasto Proveedores,185.7,119.58,395
Basic Tripode,Juguetes,Villavicencio Hub,78.12,61.06,444
Basic Tripode,Juguetes,Casanare Retail,78.12,61.06,232
Basic Webcam,Hogar,Mayoristas del Valle,98.91,76.77,402
Basic Zapatilla,Ropa,Guajira Logistics,39.49,26.17,75
Bosque Afeitadora,Ropa,Amazonas Traders,66.52,43.1,264
Bosque Afeitadora,Ropa,Sabaneta Supply,66.52,43.1,454
Bosque Agenda,Hogar,Chapinero Trade,96.72,71.92,283
Bosque Agenda,Hogar,Tolima Proveedores,96.72,71.92,205
Bosque Archivador,Belleza,Mayoristas del Valle,56.08,33.37,222
Bosque Auriculares,Alimentos,Fusagasuga Supply,8.15,6.73,383
Bosque Balanza,Ropa,Dosquebradas Traders,119.42,78.04,51
Bosque Balon,Jardin,Bello Traders,53.18,35.99,338
Bosque Biberon,Alimentos,Candelaria Market,24.95,19.82,366
Bosque Biberon,Alimentos,Cajica Traders,24.95,19.82,143
Bosque Bicicleta,Jardin,Manizales Market,109.27,84.41,372
Bosque Boligrafo,Hogar,Mayoristas del Valle,205.19,150.48,68
Bosque Boligrafo,Hogar,Oriente Mercantil,205.19,150.48,98
Bosque Botella,Juguetes,Riohacha Trade,27.56,18.15,395
Bosque Cable,Jardin,Tunja Trade,131.37,85.93,24
Bosque Cafetera,Ropa,Mosquera Logistics,43.37,28.1,435
Bosque Cafetera,Ropa,Rionegro Supply,43.37,28.1,378
Bosque Camisa,Hogar,Rionegro Supply,186.38,140.25,468
Bosque Camisa,Hogar,Pereira Proveedores,186.38,140.25,483
Bosque Cargador,Alimentos,Candelaria Market,11.62,8.86,52
Bosque Carpa,Electronica,Soacha Distribuciones,152.36,99.79,150
Bosque Carpa,Electronica,Cartagena Hub,152.36,99.79,143
Bosque Carpeta,Electronica,Choco Importaciones,682.96,466.39,56
Bosque Carpeta,Electronica,Tunja Trade,682.96,466.39,38
Bosque Cepillo,Juguetes,Tolima Proveedores,94.21,66.09,108
